start_pacific,end_pacific,duration_sec,video_id,url
2026-09-07 10:35:52 AM,10:36:08 AM,16,v2867953457,https://www.twitch.tv/videos/2867953457
2026-09-07 10:36:18 AM,10:36:33 AM,15,v2867953860,https://www.twitch.tv/videos/2867953860
2026-09-07 10:36:44 AM,10:36:59 AM,15,v2867954242,https://www.twitch.tv/videos/2867954242
2026-09-07 10:37:09 AM,10:37:27 AM,18,v2867954630,https://www.twitch.tv/videos/2867954630
2026-09-07 10:37:37 AM,10:37:55 AM,18,v2867955036,https://www.twitch.tv/videos/2867955036
2026-09-07 10:38:06 AM,10:38:24 AM,18,v2867955448,https://www.twitch.tv/videos/2867955448
2026-09-07 10:38:34 AM,10:38:52 AM,18,v2867955833,https://www.twitch.tv/videos/2867955833
2026-09-07 10:39:03 AM,10:39:21 AM,18,v2867956223,https://www.twitch.tv/videos/2867956223
2026-09-07 10:39:32 AM,10:39:51 AM,19,v2867956627,https://www.twitch.tv/videos/2867956627
2026-09-07 10:40:01 AM,10:40:20 AM,19,v2867957040,https://www.twitch.tv/videos/2867957040
2026-09-07 10:40:30 AM,10:40:49 AM,19,v2867957435,https://www.twitch.tv/videos/2867957435
2026-09-07 10:41:00 AM,10:41:20 AM,20,v2867957837,https://www.twitch.tv/videos/2867957837
2026-09-07 10:41:30 AM,10:41:50 AM,20,v2867958269,https://www.twitch.tv/videos/2867958269
2026-09-07 10:42:00 AM,10:42:21 AM,21,v2867958691,https://www.twitch.tv/videos/2867958691
2026-09-07 10:42:31 AM,10:42:53 AM,22,v2867959138,https://www.twitch.tv/videos/2867959138
2026-09-07 10:43:04 AM,10:43:26 AM,22,v2867959619,https://www.twitch.tv/videos/2867959619
2026-09-07 10:43:36 AM,10:43:58 AM,22,v2867960101,https://www.twitch.tv/videos/2867960101
2026-09-07 10:44:08 AM,10:44:32 AM,24,v2867960623,https://www.twitch.tv/videos/2867960623
2026-09-07 10:44:43 AM,10:45:07 AM,24,v2867961137,https://www.twitch.tv/videos/2867961137
2026-09-07 10:45:18 AM,10:45:42 AM,24,v2867961650,https://www.twitch.tv/videos/2867961650
2026-09-07 10:45:52 AM,10:46:16 AM,24,v2867962128,https://www.twitch.tv/videos/2867962128
2026-09-07 10:46:26 AM,10:46:50 AM,24,v2867962608,https://www.twitch.tv/videos/2867962608
2026-09-07 10:47:00 AM,10:47:25 AM,25,v2867963071,https://www.twitch.tv/videos/2867963071
2026-09-07 10:47:35 AM,10:48:00 AM,25,v2867963583,https://www.twitch.tv/videos/2867963583
2026-09-07 10:48:11 AM,10:48:39 AM,28,v2867964061,https://www.twitch.tv/videos/2867964061
2026-09-07 10:48:49 AM,10:49:17 AM,28,v2867964614,https://www.twitch.tv/videos/2867964614
2026-09-07 10:49:28 AM,10:49:56 AM,28,v2867965206,https://www.twitch.tv/videos/2867965206
2026-09-07 10:50:07 AM,10:50:35 AM,28,v2867965806,https://www.twitch.tv/videos/2867965806
2026-09-07 10:50:45 AM,10:51:13 AM,28,v2867966481,https://www.twitch.tv/videos/2867966481
2026-09-07 10:51:24 AM,10:51:53 AM,29,v2867967102,https://www.twitch.tv/videos/2867967102
2026-09-07 10:52:04 AM,10:52:33 AM,29,v2867967722,https://www.twitch.tv/videos/2867967722
2026-09-07 10:52:43 AM,10:53:14 AM,31,v2867968325,https://www.twitch.tv/videos/2867968325
2026-09-07 10:53:25 AM,10:53:56 AM,31,v2867969035,https://www.twitch.tv/videos/2867969035
2026-09-07 10:54:06 AM,10:54:39 AM,33,v2867969687,https://www.twitch.tv/videos/2867969687
2026-09-07 10:54:50 AM,10:55:25 AM,35,v2867970387,https://www.twitch.tv/videos/2867970387
2026-09-07 10:55:36 AM,10:56:10 AM,34,v2867971190,https://www.twitch.tv/videos/2867971190
2026-09-07 10:56:21 AM,10:56:55 AM,34,v2867972005,https://www.twitch.tv/videos/2867972005
2026-09-07 10:57:06 AM,10:57:43 AM,37,v2867972782,https://www.twitch.tv/videos/2867972782
2026-09-07 10:57:54 AM,10:58:31 AM,37,v2867973686,https://www.twitch.tv/videos/2867973686
2026-09-07 10:58:42 AM,10:59:21 AM,39,v2867974581,https://www.twitch.tv/videos/2867974581
2026-09-07 10:59:31 AM,11:00:06 AM,35,v2867975479,https://www.twitch.tv/videos/2867975479
